month,year,average_temp,state_id
3,1958,38.4,OK
3,1958,38.2,OR
3,1958,27.0,PA
3,1958,30.2,RI
3,1958,44.0,SC
3,1958,22.4,SD
3,1958,36.4,TN
3,1958,47.3,TX
3,1958,35.3,UT
3,1958,21.4,VT
3,1958,34.6,VA
3,1958,39.4,WA
3,1958,30.0,WV
3,1958,21.2,WI
3,1958,26.2,WY
4,1958,57.1,AL
4,1958,50.1,AZ
4,1958,51.9,AR
4,1958,49.0,CA
4,1958,33.8,CO
4,1958,41.6,CT
4,1958,46.0,DE
4,1958,65.8,FL
4,1958,57.5,GA
4,1958,34.8,ID
4,1958,44.0,IL
4,1958,43.5,IN
4,1958,40.5,IA
4,1958,41.4,KS
4,1958,47.1,KY
4,1958,60.3,LA
4,1958,36.4,ME
4,1958,45.6,MD
4,1958,41.0,MA
4,1958,37.5,MI
4,1958,36.0,MN
4,1958,56.9,MS
4,1958,45.4,MO
4,1958,33.5,MT
4,1958,36.4,NE
4,1958,39.4,NV
4,1958,37.6,NH
4,1958,44.3,NJ
4,1958,43.8,NM
4,1958,38.4,NY
4,1958,51.0,NC
4,1958,34.6,ND
4,1958,42.7,OH
4,1958,48.6,OK
4,1958,39.4,OR
4,1958,41.0,PA
4,1958,41.8,RI
4,1958,55.2,SC
4,1958,36.0,SD
4,1958,50.1,TN
4,1958,55.9,TX
4,1958,38.4,UT
4,1958,36.6,VT
4,1958,46.9,VA
4,1958,41.2,WA
4,1958,43.4,WV
4,1958,36.8,WI
4,1958,30.9,WY
5,1958,67.0,AL
5,1958,62.4,AZ
5,1958,64.2,AR
5,1958,58.6,CA
5,1958,47.5,CO
5,1958,50.4,CT
5,1958,57.3,DE
5,1958,72.1,FL
5,1958,67.2,GA
5,1958,47.2,ID
5,1958,57.3,IL
5,1958,56.0,IN
5,1958,54.9,IA
5,1958,58.4,KS
5,1958,59.5,KY
5,1958,70.0,LA
5,1958,44.5,ME
5,1958,57.2,MD
5,1958,49.6,MA
5,1958,48.3,MI
5,1958,49.7,MN
5,1958,67.6,MS
5,1958,59.5,MO
5,1958,48.7,MT
5,1958,53.7,NE
5,1958,51.6,NV
5,1958,46.0,NH
5,1958,54.4,NJ
5,1958,55.9,NM
5,1958,48.2,NY
5,1958,62.2,NC
5,1958,50.4,ND
5,1958,54.5,OH
5,1958,63.3,OK
5,1958,49.6,OR
5,1958,51.9,PA
5,1958,50.2,RI
5,1958,66.1,SC
5,1958,52.2,SD
5,1958,61.8,TN
5,1958,67.6,TX
5,1958,50.8,UT
5,1958,45.5,VT
5,1958,58.4,VA
5,1958,51.2,WA
5,1958,55.2,WV
5,1958,49.4,WI
5,1958,45.3,WY
6,1958,74.4,AL
6,1958,73.1,AZ
6,1958,72.6,AR
6,1958,66.0,CA
6,1958,59.3,CO
6,1958,57.2,CT
6,1958,64.8,DE
6,1958,77.4,FL
6,1958,74.2,GA
6,1958,57.2,ID
6,1958,64.9,IL
6,1958,63.5,IN
6,1958,63.4,IA
6,1958,69.4,KS
6,1958,67.2,KY
6,1958,77.2,LA
6,1958,51.6,ME
6,1958,64.6,MD
6,1958,56.6,MA
6,1958,55.6,MI
6,1958,57.1,MN
6,1958,74.9,MS
6,1958,68.0,MO
6,1958,57.0,MT
6,1958,64.2,NE
6,1958,61.6,NV
6,1958,53.2,NH
6,1958,61.4,NJ
6,1958,67.2,NM
6,1958,55.1,NY
6,1958,69.8,NC
6,1958,58.0,ND
6,1958,61.8,OH
6,1958,73.9,OK
6,1958,57.8,OR
6,1958,58.6,PA
6,1958,57.4,RI
6,1958,73.8,SC
6,1958,61.1,SD
6,1958,69.9,TN
6,1958,76.9,TX
6,1958,62.6,UT
6,1958,52.4,VT
6,1958,65.8,VA
6,1958,60.4,WA
6,1958,62.6,WV
6,1958,57.0,WI
6,1958,56.1,WY
7,1958,78.4,AL
7,1958,78.3,AZ
7,1958,77.9,AR
7,1958,71.1,CA
7,1958,64.1,CO
7,1958,65.6,CT
7,1958,72.8,DE
7,1958,80.9,FL
7,1958,78.4,GA
7,1958,61.4,ID
7,1958,70.1,IL
7,1958,69.7,IN
7,1958,67.5,IA
7,1958,74.3,KS
7,1958,73.3,KY
7,1958,81.3,LA
7,1958,59.4,ME
7,1958,72.0,MD
7,1958,64.9,MA
7,1958,62.6,MI
7,1958,62.2,MN
7,1958,79.2,MS
7,1958,73.1,MO
7,1958,59.3,MT
7,1958,68.4,NE
7,1958,67.2,NV
7,1958,61.2,NH
7,1958,70.0,NJ
7,1958,72.8,NM
7,1958,63.4,NY
7,1958,75.4,NC
7,1958,61.7,ND
7,1958,68.7,OH
7,1958,79.3,OK
7,1958,63.0,OR
7,1958,66.4,PA
7,1958,65.6,RI
7,1958,78.6,SC
7,1958,64.8,SD
7,1958,75.5,TN
7,1958,82.3,TX
7,1958,68.2,UT
7,1958,60.8,VT
7,1958,72.6,VA
7,1958,65.6,WA
7,1958,69.2,WV
7,1958,62.8,WI
7,1958,59.7,WY
8,1958,78.9,AL
8,1958,79.8,AZ
8,1958,79.1,AR
8,1958,75.7,CA
8,1958,66.1,CO
8,1958,69.4,CT
8,1958,75.3,DE
8,1958,81.4,FL
8,1958,79.2,GA
8,1958,65.6,ID
8,1958,73.3,IL
8,1958,72.2,IN
8,1958,70.8,IA
8,1958,76.1,KS
8,1958,75.0,KY
8,1958,81.4,LA
8,1958,63.2,ME
8,1958,74.4,MD
8,1958,68.6,MA
8,1958,66.1,MI
8,1958,66.2,MN
8,1958,79.8,MS
8,1958,75.4,MO
8,1958,64.5,MT
8,1958,71.8,NE
8,1958,72.1,NV
8,1958,65.0,NH
8,1958,73.2,NJ
8,1958,73.1,NM
8,1958,66.8,NY
8,1958,77.0,NC
8,1958,66.9,ND
8,1958,71.0,OH
8,1958,80.4,OK
8,1958,67.2,OR
8,1958,69.3,PA
8,1958,69.3,RI
8,1958,79.9,SC
8,1958,70.2,SD
8,1958,76.4,TN
8,1958,83.1,TX
8,1958,71.4,UT
8,1958,64.6,VT
8,1958,74.4,VA
8,1958,68.0,WA
8,1958,71.2,WV
8,1958,66.5,WI
8,1958,63.5,WY
9,1958,77.0,AL
9,1958,75.8,AZ
9,1958,75.8,AR
9,1958,73.8,CA
9,1958,62.9,CO
9,1958,64.6,CT
9,1958,69.5,DE
9,1958,80.9,FL
9,1958,77.2,GA
9,1958,60.8,ID
9,1958,69.7,IL
9,1958,68.3,IN
9,1958,67.8,IA
9,1958,73.1,KS
9,1958,70.8,KY
9,1958,79.4,LA
9,1958,58.8,ME
9,1958,69.0,MD
9,1958,63.8,MA
9,1958,62.1,MI
9,1958,62.2,MN
9,1958,77.6,MS
9,1958,71.8,MO
9,1958,60.9,MT
9,1958,68.9,NE
9,1958,68.1,NV
9,1958,60.4,NH
9,1958,67.9,NJ
9,1958,68.6,NM
9,1958,62.2,NY
9,1958,72.6,NC
9,1958,63.3,ND
9,1958,66.7,OH
9,1958,77.0,OK
9,1958,62.4,OR
9,1958,64.2,PA
9,1958,65.0,RI
9,1958,76.6,SC
9,1958,67.8,SD
9,1958,72.4,TN
9,1958,79.6,TX
9,1958,67.1,UT
9,1958,59.8,VT
9,1958,69.4,VA
9,1958,62.0,WA
9,1958,66.7,WV
9,1958,62.8,WI
9,1958,60.4,WY
10,1958,68.7,AL
10,1958,67.5,AZ
10,1958,66.8,AR
10,1958,67.0,CA
10,1958,53.2,CO
10,1958,54.9,CT
10,1958,60.9,DE
10,1958,75.6,FL
10,1958,68.6,GA
10,1958,50.4,ID
10,1958,60.7,IL
10,1958,59.6,IN
10,1958,58.7,IA
10,1958,63.6,KS
10,1958,61.6,KY
10,1958,72.2,LA
10,1958,48.6,ME
10,1958,60.5,MD
10,1958,54.2,MA
10,1958,54.0,MI
10,1958,52.8,MN
10,1958,69.5,MS
10,1958,62.6,MO
10,1958,50.0,MT
10,1958,58.5,NE
10,1958,58.2,NV
10,1958,50.4,NH
10,1958,58.6,NJ
10,1958,58.8,NM
10,1958,53.0,NY
10,1958,63.5,NC
10,1958,51.8,ND
10,1958,58.1,OH
10,1958,67.7,OK
10,1958,53.8,OR
10,1958,55.3,PA
10,1958,55.8,RI
10,1958,67.1,SC
10,1958,56.2,SD
10,1958,63.5,TN
10,1958,70.1,TX
10,1958,56.4,UT
10,1958,50.0,VT
10,1958,60.6,VA
10,1958,52.5,WA
10,1958,57.9,WV
10,1958,54.1,WI
10,1958,49.8,WY
11,1958,59.1,AL
11,1958,55.8,AZ
11,1958,56.2,AR
11,1958,57.0,CA
11,1958,41.2,CO
11,1958,45.6,CT
11,1958,51.6,DE
11,1958,69.4,FL
11,1958,59.9,GA
11,1958,38.8,ID
11,1958,49.6,IL
11,1958,48.6,IN
11,1958,46.2,IA
11,1958,51.0,KS
11,1958,51.3,KY
11,1958,62.6,LA
11,1958,37.4,ME
11,1958,51.0,MD
11,1958,44.5,MA
11,1958,42.9,MI
11,1958,38.6,MN
11,1958,59.4,MS
11,1958,52.3,MO
11,1958,37.2,MT
11,1958,45.0,NE
11,1958,46.7,NV
11,1958,39.6,NH
11,1958,48.8,NJ
11,1958,48.0,NM
11,1958,42.6,NY
11,1958,55.2,NC
11,1958,36.2,ND
11,1958,47.5,OH
11,1958,56.2,OK
11,1958,44.8,OR
11,1958,45.4,PA
11,1958,46.8,RI
11,1958,58.7,SC
11,1958,41.4,SD
11,1958,53.5,TN
11,1958,59.6,TX
11,1958,43.4,UT
11,1958,39.2,VT
11,1958,51.6,VA
11,1958,41.8,WA
11,1958,48.2,WV
11,1958,41.4,WI
11,1958,37.2,WY
12,1958,49.2,AL
12,1958,47.5,AZ
12,1958,45.0,AR
12,1958,49.5,CA
12,1958,32.4,CO
12,1958,32.4,CT
12,1958,37.8,DE
12,1958,62.9,FL
12,1958,51.0,GA
12,1958,31.0,ID
12,1958,33.9,IL
12,1958,33.0,IN
12,1958,29.0,IA
12,1958,37.8,KS
12,1958,38.6,KY
12,1958,53.2,LA
12,1958,21.2,ME
12,1958,37.6,MD
12,1958,30.8,MA
12,1958,26.0,MI
12,1958,18.5,MN
12,1958,49.2,MS
12,1958,38.9,MO
12,1958,26.0,MT
12,1958,31.5,NE
12,1958,38.7,NV
12,1958,24.0,NH
12,1958,35.6,NJ
12,1958,40.2,NM
12,1958,27.1,NY
12,1958,44.6,NC
12,1958,18.5,ND
12,1958,32.2,OH
12,1958,44.0,OK
12,1958,38.6,OR
12,1958,31.0,PA
12,1958,33.8,RI
12,1958,49.2,SC
12,1958,25.9,SD
12,1958,42.2,TN
12,1958,50.0,TX
12,1958,34.8,UT
12,1958,22.3,VT
12,1958,39.7,VA
12,1958,34.6,WA
12,1958,35.4,WV
12,1958,22.6,WI
12,1958,27.2,WY
1,1959,42.8,AL
1,1959,44.6,AZ
1,1959,37.8,AR
1,1959,47.1,CA
1,1959,27.5,CO
1,1959,23.8,CT
1,1959,30.2,DE
1,1959,56.9,FL
1,1959,44.4,GA
1,1959,28.4,ID
1,1959,22.4,IL
1,1959,23.1,IN
1,1959,16.2,IA
1,1959,28.1,KS
1,1959,30.8,KY
1,1959,47.0,LA
1,1959,11.8,ME
1,1959,29.8,MD
1,1959,22.2,MA
1,1959,14.4,MI
1,1959,4.8,MN
1,1959,42.6,MS
1,1959,28.2,MO
1,1959,19.7,MT
1,1959,23.2,NE
1,1959,36.2,NV
1,1959,14.8,NH
1,1959,27.7,NJ
1,1959,36.0,NM
1,1959,17.1,NY
1,1959,37.8,NC
1,1959,6.4,ND
1,1959,22.8,OH
1,1959,35.4,OK
1,1959,36.6,OR
1,1959,22.2,PA
1,1959,25.5,RI
1,1959,42.4,SC
1,1959,15.6,SD
1,1959,35.1,TN
1,1959,43.9,TX
1,1959,31.7,UT
1,1959,12.1,VT
1,1959,32.4,VA
1,1959,32.2,WA
1,1959,27.5,WV
1,1959,9.0,WI
1,1959,22.1,WY
2,1959,46.2,AL
2,1959,43.0,AZ
2,1959,40.3,AR
2,1959,44.6,CA
2,1959,25.8,CO
2,1959,25.0,CT
2,1959,33.5,DE
2,1959,60.6,FL
2,1959,47.8,GA
2,1959,26.8,ID
2,1959,24.8,IL
2,1959,26.9,IN
2,1959,16.2,IA
2,1959,28.4,KS
2,1959,34.8,KY
2,1959,49.8,LA
2,1959,12.3,ME
2,1959,33.0,MD
2,1959,23.0,MA
2,1959,14.6,MI
2,1959,5.6,MN
2,1959,46.0,MS
2,1959,29.8,MO
2,1959,15.0,MT
2,1959,21.8,NE
2,1959,33.6,NV
2,1959,15.4,NH
2,1959,29.7,NJ
2,1959,35.6,NM
2,1959,18.0,NY
2,1959,41.2,NC
2,1959,4.0,ND
2,1959,27.2,OH
2,1959,37.2,OK
2,1959,34.6,OR
2,1959,25.2,PA
2,1959,26.1,RI
2,1959,46.0,SC
2,1959,13.2,SD
2,1959,38.4,TN
2,1959,45.8,TX
2,1959,30.4,UT
2,1959,12.7,VT
2,1959,36.0,VA
2,1959,31.2,WA
2,1959,31.4,WV
2,1959,9.4,WI
2,1959,19.8,WY
3,1959,50.8,AL
3,1959,46.6,AZ
3,1959,46.6,AR
3,1959,47.8,CA
3,1959,29.6,CO
3,1959,29.6,CT
3,1959,38.8,DE
3,1959,63.6,FL
3,1959,51.8,GA
3,1959,29.8,ID
3,1959,34.4,IL
3,1959,34.3,IN
3,1959,26.6,IA
3,1959,37.5,KS
3,1959,40.6,KY
3,1959,54.8,LA
3,1959,17.1,ME
3,1959,38.4,MD
3,1959,27.8,MA
3,1959,21.6,MI
3,1959,18.4,MN
3,1959,51.4,MS
3,1959,39.0,MO
3,1959,23.2,MT
3,1959,29.8,NE
3,1959,36.6,NV
3,1959,20.6,NH
3,1959,34.5,NJ
3,1959,39.4,NM
3,1959,23.4,NY
3,1959,45.6,NC
3,1959,18.2,ND
3,1959,33.6,OH
3,1959,44.9,OK
3,1959,36.4,OR
3,1959,30.6,PA
3,1959,30.2,RI
3,1959,50.1,SC
3,1959,24.4,SD
3,1959,43.8,TN
3,1959,51.4,TX
3,1959,34.2,UT
3,1959,18.2,VT
3,1959,41.2,VA
3,1959,35.2,WA
3,1959,36.7,WV
3,1959,19.4,WI
3,1959,24.5,WY
4,1959,57.2,AL
4,1959,55.4,AZ
4,1959,55.2,AR
4,1959,55.4,CA
4,1959,37.2,CO
4,1959,41.4,CT
4,1959,48.6,DE
4,1959,65.8,FL
4,1959,58.2,GA
4,1959,37.2,ID
4,1959,45.8,IL
4,1959,45.0,IN
4,1959,41.0,IA
4,1959,47.9,KS
4,1959,49.4,KY
4,1959,60.6,LA
4,1959,31.4,ME
4,1959,48.5,MD
4,1959,39.7,MA
4,1959,34.8,MI
4,1959,34.8,MN
4,1959,58.0,MS
4,1959,49.6,MO
4,1959,36.4,MT
4,1959,41.8,NE
4,1959,45.4,NV
4,1959,34.4,NH
4,1959,45.1,NJ
4,1959,47.2,NM
4,1959,36.4,NY
4,1959,53.4,NC
4,1959,36.0,ND
4,1959,43.5,OH
4,1959,54.0,OK
4,1959,42.2,OR
4,1959,41.4,PA
4,1959,41.4,RI
4,1959,57.4,SC
4,1959,39.5,SD
4,1959,52.0,TN
4,1959,58.5,TX
4,1959,42.4,UT
4,1959,33.2,VT
4,1959,50.0,VA
4,1959,42.0,WA
4,1959,45.4,WV
4,1959,34.8,WI
4,1959,33.8,WY
5,1959,67.6,AL
5,1959,62.4,AZ
5,1959,66.2,AR
5,1959,59.0,CA
5,1959,47.0,CO
5,1959,54.1,CT
5,1959,60.3,DE
5,1959,72.9,FL
5,1959,68.4,GA
5,1959,43.6,ID
5,1959,59.2,IL
5,1959,58.7,IN
5,1959,55.0,IA
5,1959,59.0,KS
5,1959,62.0,KY
5,1959,70.0,LA
5,1959,46.8,ME
5,1959,60.4,MD
5,1959,52.7,MA
5,1959,50.2,MI
5,1959,48.6,MN
5,1959,68.2,MS
5,1959,61.2,MO
5,1959,43.0,MT
5,1959,52.6,NE
5,1959,51.0,NV
5,1959,49.1,NH
5,1959,57.4,NJ
5,1959,56.4,NM
5,1959,50.8,NY
5,1959,64.3,NC
5,1959,46.2,ND
5,1959,57.4,OH
5,1959,64.8,OK
5,1959,46.6,OR
5,1959,54.8,PA
5,1959,53.4,RI
5,1959,68.1,SC
5,1959,49.5,SD
5,1959,63.6,TN
5,1959,68.4,TX
5,1959,50.3,UT
5,1959,48.3,VT
5,1959,61.4,VA
5,1959,47.4,WA
5,1959,58.2,WV
5,1959,50.8,WI
5,1959,42.3,WY
6,1959,74.7,AL
6,1959,71.2,AZ
6,1959,73.7,AR
6,1959,65.2,CA
6,1959,58.3,CO
6,1959,62.4,CT
6,1959,69.2,DE
6,1959,78.0,FL
6,1959,75.0,GA
6,1959,52.2,ID
6,1959,69.7,IL
6,1959,68.5,IN
6,1959,66.4,IA
6,1959,70.3,KS
6,1959,69.9,KY
6,1959,77.3,LA
6,1959,55.7,ME
6,1959,68.9,MD
6,1959,61.1,MA
6,1959,61.8,MI
6,1959,61.0,MN
6,1959,75.4,MS
6,1959,70.4,MO
6,1959,53.3,MT
6,1959,65.0,NE
6,1959,59.8,NV
6,1959,58.5,NH
6,1959,66.4,NJ
6,1959,65.8,NM
6,1959,60.8,NY
6,1959,71.2,NC
6,1959,58.8,ND
6,1959,66.9,OH
6,1959,73.8,OK
6,1959,53.2,OR
6,1959,63.9,PA
6,1959,61.2,RI
6,1959,74.8,SC
6,1959,62.6,SD
6,1959,70.9,TN
6,1959,76.9,TX
6,1959,60.5,UT
6,1959,58.3,VT
6,1959,68.8,VA
6,1959,53.4,WA
6,1959,65.9,WV
6,1959,62.1,WI
6,1959,53.8,WY
7,1959,78.2,AL
7,1959,79.9,AZ
7,1959,76.6,AR
7,1959,74.6,CA
7,1959,65.5,CO
7,1959,68.0,CT
7,1959,74.0,DE
7,1959,80.1,FL
7,1959,78.1,GA
7,1959,62.6,ID
7,1959,73.7,IL
7,1959,72.6,IN
7,1959,71.2,IA
7,1959,75.2,KS
7,1959,73.8,KY
7,1959,80.0,LA
7,1959,62.8,ME
7,1959,73.6,MD
7,1959,67.0,MA
7,1959,66.9,MI
7,1959,67.9,MN
7,1959,78.6,MS
7,1959,74.0,MO
7,1959,63.2,MT
7,1959,71.9,NE
7,1959,71.2,NV
7,1959,64.7,NH
7,1959,71.7,NJ
7,1959,71.8,NM
7,1959,67.0,NY
7,1959,74.9,NC
7,1959,68.1,ND
7,1959,71.2,OH
7,1959,77.5,OK
7,1959,62.6,OR
7,1959,68.9,PA
7,1959,67.2,RI
7,1959,77.9,SC
7,1959,71.5,SD
7,1959,74.4,TN
7,1959,80.0,TX
7,1959,70.5,UT
7,1959,64.8,VT
7,1959,72.9,VA
7,1959,61.4,WA
7,1959,70.0,WV
7,1959,66.8,WI
7,1959,63.2,WY
8,1959,80.0,AL
8,1959,79.2,AZ
8,1959,78.8,AR
8,1959,75.9,CA
8,1959,66.4,CO
8,1959,71.4,CT
8,1959,76.0,DE
8,1959,80.8,FL
8,1959,79.6,GA
8,1959,63.8,ID
8,1959,75.8,IL
8,1959,75.2,IN
8,1959,73.5,IA
8,1959,77.6,KS
8,1959,76.4,KY
8,1959,81.2,LA
8,1959,66.6,ME
8,1959,75.8,MD
8,1959,70.6,MA
8,1959,69.8,MI
8,1959,69.6,MN
8,1959,80.2,MS
8,1959,76.5,MO
8,1959,64.6,MT
8,1959,73.9,NE
8,1959,72.2,NV
8,1959,68.0,NH
8,1959,74.0,NJ
8,1959,71.9,NM
8,1959,70.0,NY
8,1959,76.9,NC
8,1959,70.1,ND
8,1959,73.9,OH
8,1959,79.6,OK
8,1959,64.4,OR
8,1959,71.5,PA
8,1959,71.4,RI
8,1959,79.5,SC
8,1959,73.7,SD
8,1959,76.8,TN
8,1959,81.0,TX
8,1959,71.2,UT
8,1959,67.7,VT
8,1959,75.4,VA
8,1959,63.0,WA
8,1959,73.1,WV
8,1959,69.2,WI
8,1959,64.6,WY
9,1959,77.4,AL
9,1959,73.8,AZ
9,1959,76.5,AR
9,1959,70.4,CA
9,1959,60.9,CO
9,1959,68.2,CT
9,1959,73.0,DE
9,1959,79.9,FL
9,1959,77.0,GA
9,1959,57.1,ID
9,1959,72.4,IL
9,1959,72.2,IN
9,1959,69.0,IA
9,1959,73.7,KS
9,1959,73.6,KY
9,1959,79.5,LA
9,1959,61.2,ME
9,1959,72.8,MD
9,1959,67.0,MA
9,1959,66.0,MI
9,1959,63.6,MN
9,1959,77.9,MS
9,1959,73.6,MO
9,1959,57.6,MT
9,1959,68.4,NE
9,1959,64.4,NV
9,1959,63.4,NH
9,1959,71.1,NJ
9,1959,67.9,NM
9,1959,66.6,NY
9,1959,73.9,NC
9,1959,62.6,ND
9,1959,71.0,OH
9,1959,77.0,OK
9,1959,58.8,OR
9,1959,68.4,PA
9,1959,68.4,RI
9,1959,76.6,SC
9,1959,66.8,SD
9,1959,74.1,TN
9,1959,79.6,TX
9,1959,64.0,UT
9,1959,63.4,VT
9,1959,72.0,VA
9,1959,57.7,WA
9,1959,70.0,WV
9,1959,65.0,WI
9,1959,58.0,WY
10,1959,70.4,AL
10,1959,66.3,AZ
10,1959,67.4,AR
10,1959,64.6,CA
10,1959,49.8,CO
10,1959,58.8,CT
10,1959,65.0,DE
10,1959,77.4,FL
10,1959,70.2,GA
10,1959,48.1,ID
10,1959,60.4,IL
10,1959,60.6,IN
10,1959,54.8,IA
10,1959,60.0,KS
10,1959,64.0,KY
10,1959,73.6,LA
10,1959,50.8,ME
10,1959,64.1,MD
10,1959,57.4,MA
10,1959,53.2,MI
10,1959,48.6,MN
10,1959,71.0,MS
10,1959,61.8,MO
10,1959,46.2,MT
10,1959,53.8,NE
10,1959,55.8,NV
10,1959,52.8,NH
10,1959,62.8,NJ
10,1959,59.1,NM
10,1959,56.1,NY
10,1959,66.2,NC
10,1959,46.6,ND
10,1959,60.1,OH
10,1959,65.8,OK
10,1959,52.1,OR
10,1959,58.9,PA
10,1959,59.0,RI
10,1959,69.2,SC
10,1959,50.8,SD
10,1959,65.8,TN
10,1959,71.2,TX
10,1959,54.0,UT
10,1959,52.6,VT
10,1959,63.2,VA
10,1959,50.6,WA
10,1959,60.6,WV
10,1959,51.2,WI
10,1959,46.2,WY
11,1959,58.8,AL
11,1959,55.4,AZ
11,1959,53.2,AR
11,1959,56.9,CA
11,1959,38.4,CO
11,1959,46.9,CT
11,1959,52.8,DE
11,1959,70.2,FL
11,1959,59.8,GA
11,1959,37.1,ID
11,1959,43.4,IL
11,1959,44.6,IN
11,1959,37.3,IA
11,1959,45.0,KS
11,1959,50.0,KY
11,1959,61.6,LA
11,1959,38.2,ME
11,1959,51.4,MD
11,1959,45.5,MA
11,1959,37.0,MI
11,1959,29.6,MN
11,1959,58.6,MS
11,1959,45.9,MO
11,1959,32.4,MT
11,1959,38.6,NE
11,1959,45.9,NV
11,1959,40.4,NH
11,1959,50.2,NJ
11,1959,47.0,NM
11,1959,42.2,NY
11,1959,55.4,NC
11,1959,28.8,ND
11,1959,45.2,OH
11,1959,50.8,OK
11,1959,43.3,OR
11,1959,45.2,PA
11,1959,47.4,RI
11,1959,59.0,SC
11,1959,33.5,SD
11,1959,52.4,TN
11,1959,57.0,TX
11,1959,42.6,UT
11,1959,39.4,VT
11,1959,51.3,VA
11,1959,40.4,WA
11,1959,47.6,WV
11,1959,32.9,WI
11,1959,33.4,WY
12,1959,49.1,AL
12,1959,46.1,AZ
12,1959,44.6,AR
12,1959,48.0,CA
12,1959,31.0,CO
12,1959,36.4,CT
12,1959,42.2,DE
12,1959,61.1,FL
12,1959,50.3,GA
12,1959,27.5,ID
12,1959,34.8,IL
12,1959,35.6,IN
12,1959,29.4,IA
12,1959,37.2,KS
12,1959,40.4,KY
12,1959,52.5,LA
12,1959,27.4,ME
12,1959,41.0,MD
12,1959,35.4,MA
12,1959,28.5,MI
12,1959,21.2,MN
12,1959,48.9,MS
12,1959,37.5,MO
12,1959,26.0,MT
12,1959,31.4,NE
12,1959,35.3,NV
12,1959,30.0,NH
12,1959,39.2,NJ
12,1959,38.3,NM
12,1959,31.2,NY
12,1959,45.6,NC
12,1959,21.4,ND
12,1959,36.0,OH
12,1959,43.0,OK
12,1959,34.5,OR
12,1959,34.6,PA
12,1959,37.7,RI
12,1959,49.3,SC
12,1959,26.4,SD
12,1959,42.9,TN
12,1959,48.8,TX
12,1959,32.4,UT
12,1959,28.4,VT
12,1959,41.6,VA
12,1959,32.8,WA
12,1959,37.9,WV
12,1959,24.8,WI
12,1959,25.8,WY
1,1960,45.7,AL
1,1960,39.4,AZ
1,1960,41.9,AR
1,1960,42.2,CA
1,1960,25.4,CO
1,1960,29.2,CT
1,1960,37.2,DE
1,1960,57.4,FL
1,1960,46.8,GA
1,1960,21.6,ID
1,1960,32.0,IL
1,1960,32.7,IN
1,1960,25.0,IA
1,1960,32.0,KS
1,1960,37.2,KY
1,1960,49.4,LA
1,1960,18.7,ME
1,1960,36.6,MD
1,1960,28.2,MA
1,1960,24.9,MI
1,1960,16.2,MN
1,1960,45.6,MS
1,1960,34.4,MO
1,1960,21.7,MT
1,1960,25.8,NE
1,1960,28.8,NV
1,1960,22.2,NH
1,1960,33.8,NJ
1,1960,33.0,NM
1,1960,24.1,NY
1,1960,41.6,NC
1,1960,15.2,ND
1,1960,32.4,OH
1,1960,39.4,OK
1,1960,29.4,OR
1,1960,30.0,PA
1,1960,30.6,RI
1,1960,45.2,SC
1,1960,22.0,SD
1,1960,39.8,TN
1,1960,46.2,TX
1,1960,25.4,UT
1,1960,19.8,VT
1,1960,37.6,VA
1,1960,28.4,WA
1,1960,34.2,WV
1,1960,21.6,WI
1,1960,21.8,WY
2,1960,44.4,AL
2,1960,38.2,AZ
2,1960,39.0,AR
2,1960,42.2,CA
2,1960,20.4,CO
2,1960,29.2,CT
2,1960,35.9,DE
2,1960,57.2,FL
2,1960,46.2,GA
2,1960,20.4,ID
2,1960,27.2,IL
2,1960,28.8,IN
2,1960,18.8,IA
2,1960,26.4,KS
2,1960,34.2,KY
2,1960,47.0,LA
2,1960,19.2,ME
2,1960,34.9,MD
2,1960,27.8,MA
2,1960,21.0,MI
2,1960,10.8,MN
2,1960,43.4,MS
2,1960,30.2,MO
2,1960,17.0,MT
2,1960,18.8,NE
2,1960,28.9,NV
2,1960,21.9,NH
2,1960,33.1,NJ
2,1960,31.2,NM
2,1960,22.7,NY
2,1960,40.5,NC
2,1960,8.8,ND
2,1960,29.1,OH
2,1960,35.4,OK
2,1960,30.2,OR
2,1960,28.5,PA
2,1960,30.6,RI
2,1960,44.4,SC
2,1960,15.0,SD
2,1960,37.2,TN
2,1960,43.9,TX
2,1960,24.0,UT
2,1960,19.4,VT
2,1960,36.0,VA
2,1960,29.3,WA
2,1960,31.8,WV
2,1960,17.2,WI
2,1960,17.3,WY
3,1960,44.8,AL
3,1960,46.6,AZ
3,1960,39.2,AR
3,1960,48.0,CA
3,1960,26.1,CO
3,1960,30.2,CT
3,1960,34.3,DE
3,1960,58.0,FL
3,1960,45.6,GA
3,1960,27.2,ID
3,1960,25.7,IL
3,1960,26.6,IN
3,1960,19.2,IA
3,1960,28.4,KS
3,1960,31.6,KY
3,1960,49.1,LA
3,1960,23.1,ME
3,1960,33.3,MD
3,1960,29.2,MA
3,1960,20.3,MI
3,1960,14.1,MN
3,1960,44.4,MS
3,1960,29.4,MO
3,1960,22.8,MT
3,1960,22.0,NE
3,1960,37.0,NV
3,1960,24.1,NH
3,1960,32.4,NJ
3,1960,38.6,NM
3,1960,23.0,NY
3,1960,38.6,NC
3,1960,13.4,ND
3,1960,26.6,OH
3,1960,37.4,OK
3,1960,36.2,OR
3,1960,26.6,PA
3,1960,31.7,RI
3,1960,43.2,SC
3,1960,17.4,SD
3,1960,35.6,TN
3,1960,47.2,TX
3,1960,32.5,UT
